SNo,latitude,longitude,state,code,name,address,division
3916,15.958918,75.6767002,Karnataka,BDM,BADAMI,"Bagalkot, Karnataka",
3917,16.1787931,75.7002383,Karnataka,BGK,BAGALKOT,"Bagalkot, Karnataka",
3928,15.145135,76.921995,Karnataka,BAY,BELLARY JN,"Bellary, Karnataka",
3966,15.38694828,76.036416,Karnataka,BNP,BHANAPUR,"National Highway 63, Karnataka",
3977,13.999309,75.314466,Karnataka,ARU,Arasalu,"Arasalu, Karnataka",
3978,11.984107,78.152895,Tamil Nadu,MPC,Muttampatti,"Dharmapuri, Tamil Nadu",
3995,12.9936735,77.5993269,Karnataka,BNC,BANGALORE CANT,"Bengaluru, Karnataka",
4032,14.699723,75.49009547,Karnataka,BYD,BYADGI,"National Highway 4, Karnataka",
4035,15.348226,76.247613,Karnataka,GIN,GINIGERA,"Ginigera, Karnataka",
4036,13.39569882,76.14005375,Karnataka,BVR,BANAVAR,"National Highway 234, Karnataka",
4038,15.440386,75.004552,Karnataka,DWR,DHARWAR,"Dharwad, Karnataka",
4044,12.433086,76.42625,Karnataka,DOY,Dornahalli,"Dornahalli, Karnataka",
4047,12.4454105,76.3886269,Karnataka,KRNR,Krishnarajanagara,"Krishnarajanagara, Karnataka",
4056,15.219036,76.599178,Karnataka,GNR,GADIGANURU,"Bellary, Karnataka",
4066,12.935329,77.511242,Karnataka,GNB,JNANA BHARTI HALT,"Mysore Road Bengaluru, Karnataka",
4104,14.03815796,76.13005447,Karnataka,HLK,HOLALKERE,"National Highway 13, Karnataka",
4107,12.025334,76.809835,Karnataka,KRNU,KONANUR,"Nanjungudu-Chamarajanagara Rd, Karnataka",
4120,13.22684857,76.24952204,Karnataka,HHT,Habanghata,"Habanghata, Karnataka",
4121,16.236489,75.796092,Karnataka,KLM,KADLIMATTI,"State Highway 20, Karnataka",
4151,17.05336,75.821206,Karnataka,KTK,KYATANEAKERI RD,"Bijapur, Karnataka",
4187,14.709669,76.745727,Karnataka,MOMU,Molakalmuru,"State Highway 19, Karnataka",
4201,13.2391442,77.30474036,Karnataka,MDLL,MUDDALINGAHALLI,"NH 207, Karnataka",
4221,12.918968,78.263789,Karnataka,MKM,Marikuppam,"Kolar Gold Fields, Karnataka",
4240,13.661093,75.987163,Karnataka,NVF,NAGAVANGALA,"Melanahalli Rd, Karnataka",
4253,12.07552,76.7495,Karnataka,NBU,NARASAMBUDHI,"Nanjangud Taluk, Karnataka",
4254,15.42455437,74.62135307,Karnataka,NAG,NAGARGALI,"State Highway 34, Karnataka",
4303,12.64422829,77.14191788,Karnataka,SET,SETTIHALLY,"Bangalore-Mysore Rd, Karnataka",
4352,14.914015,76.868856,Andhra Pradesh,SLM,Somalapuram,"Anantapur Rd, Andhra Pradesh",
4359,13.943037,75.583174,Karnataka,SMET,Shimoga Town,"Shimoga, Karnataka",
4376,15.350302,75.148104,Karnataka,UBL,HUBLI JN,"Hubli, Karnataka",
4378,13.253132,76.615439,Karnataka,ARGP,ARALAGUPPE,"State Highway 74, Karnataka",
4395,13.246834,77.704631,Karnataka,DHL,Devanhalli,"Near Bellary Road Bangalore Rural Dt., Karnataka",
4398,14.450854,76.675366,Karnataka,THKU,Thallak,"Bellary-Hiriyur Rd, Karnataka",
4400,15.905354,75.648078,Karnataka,YGA,Yerra Goppa Halt,"Yerra Goppa, Karnataka",
4409,15.03425359,75.40940127,Karnataka,YLG,YALVIGI,"Yalvigi, Karnataka",
4410,13.28342017,76.34728405,Karnataka,ADHL,ADIHALLI,"National Highway 206, Karnataka",
4451,16.30777084,74.75360003,Karnataka,BGWD,BAGEWADI,"Gokak TQ, Karnataka",
4453,12.8004252,77.3902984,Karnataka,BID,BIDADI,"Bengaluru District, Karnataka",
4478,14.315154,76.660017,Karnataka,CHKE,Challakere,"Chitradurga, Karnataka",
4482,13.194258,77.383393,Karnataka,BNKH,BHAIRANAYAKANAH,"State Highway 74, Karnataka",
4487,15.40662732,75.94180892,Karnataka,BNA,BANNI KOPPA,"National Highway 63, Karnataka",
4512,16.45187366,75.84589116,Karnataka,ANGR,ANGADGERI HALT,"Angadgeri, Karnataka",
4521,16.36904776,74.76949433,Karnataka,CKR,CHIKODI ROAD,"Belagavi, Karnataka",
4523,13.907468,76.134971,Karnataka,ABGT,ARBAGATTA HALT,"State Highway 47, Karnataka",
4532,14.13954873,76.24556343,Karnataka,AMC,Amritapura,"State Highway 48, Karnataka",
4538,12.084594,76.732445,Karnataka,CGHD,CHINNADAGUDI,"Nanjungudu-Chamarajanagara Rd, Karnataka",
4540,14.17383027,76.25933508,Karnataka,BTGH,Bettadnagenhali,"Amritapura, Karnataka",
4543,12.7379,76.282814,Karnataka,ANC,Annechakanahali,"Annechakanahali, Karnataka",
4551,16.384407,75.882249,Karnataka,BENL,BENL,"Dam Inspection Rd, Karnataka",
4553,12.720476,75.508955,Karnataka,BAJE,Bajakare Halt,"Panja Kadaba Rd, Karnataka",
4560,13.314425,76.2520848,Karnataka,ASK,ARSIKERE JN,"Arasikere, Karnataka",
4590,13.8424287,75.702832,Karnataka,BDVT,Bhadravati,"Bhadravati, Karnataka",
4615,12.878545,75.034456,Karnataka,BNTL,Bantawala,"Bantwal, Karnataka",
4616,12.667132,76.385196,Karnataka,BRBL,Birahalli,"Birahalli, Karnataka",
4663,14.66779,75.576141,Karnataka,DAD,DEVARGUDDA,"Hanumanamatti, Karnataka",
4666,13.23318016,77.24915543,Karnataka,DBS,DOBBSPET,"Dobbasapete, Karnataka",
4688,15.437048,75.642481,Karnataka,GDG,GADAG JN,"Gadag, Karnataka",
4690,14.467834,75.92229,Karnataka,DVG,DAVANGERE,"Davanagere, Karnataka",
4693,13.552501,76.008846,Karnataka,DRU,KADUR,"Kadur, Karnataka",
4699,12.126595,78.154742,Tamil Nadu,DPJ,Dharmapuri,"Dharmapuri, Tamil Nadu",
4715,16.205164,74.738839,Karnataka,GKK,GOKAK ROAD,"Belagavi, Karnataka",
4719,13.148289,77.413983,Karnataka,GHL,GOLHALLI,"State Highway 74, Karnataka",
4747,12.786495,76.24646,Karnataka,HLN,Hole Narsipur,"Hassan District, Karnataka",
4749,15.520136,75.576122,Karnataka,HBL,HOMBAL,"Belavaniki, Karnataka",
4764,15.42206,75.283878,Karnataka,HBS,HEBSUR,"Hebsur, Karnataka",
4771,13.003182,76.117359,Karnataka,HAS,Hassan Junction,"Hassan, Karnataka",
4774,16.28426707,75.83866139,Karnataka,JRKT,JADARAMA KUNTE,"National Highway 13, Karnataka",
4805,12.478702,76.716049,Karnataka,CGKP,CHANDAGIRIKOPAL,"State Highway 7, Karnataka",
4810,12.717606,77.822839,Tamil Nadu,HSRA,Hosur,"Hosur, Tamil Nadu",
4822,12.936251,78.262564,Karnataka,CHU,Champion,"KGF, Karnataka",
4831,15.397879,74.334484,Karnataka,CLR,CASTLE ROCK,"National Highway 4A, Karnataka",
4832,12.190407,76.663729,Karnataka,KDO,KADAKOLA,"Mysore District, Karnataka",
4845,12.718252,75.476631,Karnataka,KDBA,Kodimbala Halt,"Panja Kadaba Rd, Karnataka",
4891,12.6162,77.865703,Tamil Nadu,KMLM,Kelamangalam,"Krishnagiri, Tamil Nadu",
4922,15.870282,75.627712,Karnataka,LKY,LAKHMAPUR,"Muttalageri, Karnataka",
4927,17.27957376,75.97170146,Maharashtra,LHN,LACHYAN,"Solapur, Maharashtra",
4937,15.434667,75.531958,Karnataka,LKT,HULKOTI,"National Highway 63, Karnataka",
4939,14.88804207,75.40095654,Karnataka,KVS,KALSUR,"haveri, Karnataka",
4954,12.604742,77.049522,Karnataka,MAD,MADDUR,"Mandya District, Karnataka",
4960,11.831114,78.027912,Tamil Nadu,KVLR,Karuvalli,"Salem district, Tamil Nadu",
4992,12.730158,76.378905,Karnataka,MGF,Mandagere,"Mandya District, Karnataka",
5012,12.318946,76.646013,Karnataka,MYS,MYSORE JN,"JLB Road Mysore, Karnataka",
5014,13.804192,75.735905,Karnataka,MSS,Masarahalli,"Shimoga, Karnataka",
5017,12.388944,78.017329,Tamil Nadu,MZU,Marandahalli,"Dharmapuri, Tamil Nadu",
5040,12.463018,76.681387,Karnataka,PANP,PANDAVAPURA,"SH 19 Junction Mandya District, Karnataka",
5041,15.415518,75.055491,Karnataka,NVU,NAVALUR,"Dharwad - Hubli Hwy, Karnataka",
